Znumber,smiles,vina_score,unidock_score_detail
Z2471178866,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,-8.305,-7.641
Z2235801884,Cc1ccc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1-c1cccc(C(=O)O)c1,-10.326,-9.721
Z2512157889,CC(O)c1cc(C(=O)N[C@@H](C)Cn2ccc(-c3ccc(C#N)c(Cl)c3)n2)n[nH]1,-8.423,-7.584
Z1203577934,NC(=O)NO,-3.66,-3.663
Z104495240,CC(=O)C(=O)O,-3.316,-3.319
Z57901905,Cn1ccnc1S,-3.335,-3.327
Z57127551,Oc1ccc(O)cc1,-4.497,-4.493
Z33546644,NC(=O)c1cnccn1,-4.216,-4.139
Z56922173,CCCc1cc(=O)[nH]c(S)n1,-5.145,-5.182
Z2299468139,Nc1nc(=S)c2[nH]cnc2[nH]1,-5.281,-5.193
Z57103974,NCc1ccc(S(N)(=O)=O)cc1,-5.7,-5.737
Z2768168188,O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,-4.553,-4.626
Z1741970251,Cc1ncc(COP(=O)(O)O)c(C=O)c1O,-5.958,-5.673
Z56841337,CN1CCc2c(c3ccccc3n2Cc2ccccc2)C1,-9.17,-8.9
Z56755828,Cc1cccc(Nc2ccccc2C(=O)O)c1C,-8.532,-7.981
Z82177056,CS(=O)(=O)c1ccc(-c2cn3ccccc3n2)cc1,-8.16,-8.135
Z56755651,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,-7.626,-7.307
Z432085130,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,-12.335,-45.85
Z1521549186,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,-7.881,-8.243
Z2177958148,CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O,-8.539,-8.445
Z56933707,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,-8.382,-8.312
Z1137167676,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,-6.542,-5.983
Z2724205341,NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12,-9.494,-9.284
Z2681892420,COc1ccc(Cc2cnc(N)nc2N)cc1OC,-6.926,-6.993
Z1537603096,CC(C)Cc1ccc(C(C)C(=O)OCc2ccccn2)cc1,-8.316,-7.616
Z56761309,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,-9.833,-9.31
Z84655412,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,-7.201,-6.934
Z1546616205,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,-7.893,-6.189
Z2065671241,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,-6.655,-6.869
Z1741982549,C[C@@H]1[C@H](O)[C@@H](C)C=CC=CC=CC=CC=CC=CC=C[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O,10.0,75.9
Z2417556930,CC(=O)Nc1c(I)c(C(=O)O)c(I)c(N(C)C(C)=O)c1I,-6.562,-6.202
Z2235801980,CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O,-7.853,-7.938
Z1824566854,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,-8.636,-8.633
Z2315574891,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1,-9.065,-8.499
Z1522566622,CCN(CC)C(=S)S,-3.418,-3.417
Z58981801,NNC(=O)c1ccncc1,-5.289,-5.269
Z57980178,NNc1nncc2ccccc12,-6.596,-6.602
Z1820079046,C#CCN[C@@H]1CCc2ccccc21,-6.308,-6.512
Z57198680,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,-6.905,-6.797
Z2756516821,c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,-7.79,-7.888
Z2037281404,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,-5.908,-6.091
Z87001357,CC1(C)N=C(N)N=C(N)N1c1ccc(Cl)cc1,-7.778,-7.39
Z276115700,O=C1c2ccccc2C(=O)C1c1ccccc1,-8.432,-8.232
Z104474418,CCCCCCCCCCCCCCCC(=O)O,-5.658,-5.66
Z57664072,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,-6.57,-6.434
Z111872342,Cc1nc2ccccc2n1Cc1ccc(Cl)cc1,-8.024,-8.02
Z56175413,COc1ccc(C2C(=O)c3ccccc3C2=O)cc1,-9.19,-8.742
Z802671522,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2,-8.825,-7.89
Z2417556873,CCCCCCCCCCCCCCCC[N+](C)(C)C,-5.844,-5.357
Z732250592,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,-8.781,-8.766
Z1501485369,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,-8.83,-8.657
Z57170530,O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,-8.965,-9.031
Z56804486,CCC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,-9.106,-9.042
Z57479431,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,-7.542,-7.463
Z1552161470,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,-6.984,-7.173
Z1544404944,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,10.0,24.603
Z1255523427,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,-7.99,-8.126
Z1741982628,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,-7.127,-6.673
Z2213886907,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,10.0,100.0
Z2216885233,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,-8.14,-8.078
Z2216889767,Cc1c(C)c2c(c(C)c1OC(=O)CCC(=O)O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,10.0,-4.004
Z1590789254,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,-8.892,-7.936
Z2681891576,O=C(/C=C/c1ccccc1)NCCO,-6.576,-6.539
Z3013814504,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,-8.027,-8.041
Z3234799722,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCCCC,10.0,-1.58
Z1515383337,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,-8.975,-8.151
Z2568721846,CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/C(F)(F)COc2ccccc2)[C@H](O)C[C@@H]1O,-7.751,-6.997
Z8781773424,CC[C@@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,10.0,202.054
Z106938868,CC(O)CO,-3.041,-3.023
Z104472524,Nc1ccc(N)cc1,-4.53,-4.525
Z1201621875,Nc1[nH]c(=O)ncc1F,-4.718,-4.702
Z756391526,CCCC(CCC)C(=O)O,-4.756,-4.693
Z1198155509,CCC(C)C(CC)C(N)=O,-4.803,-4.808
Z57825347,Oc1c(I)cc(I)c2cccnc12,-6.757,-6.777
Z111781330,Oc1c(Cl)cc(Cl)c2cccnc12,-6.668,-6.675
Z360145318,CN1C(=O)CC(c2ccccc2)C1=O,-6.651,-6.643
Z56771118,NCCCC(O)(P(=O)(O)O)P(=O)(O)O,-4.941,-4.962
Z1269145528,COc1ccc(-c2cc(=S)ss2)cc1,-6.235,-6.314
Z1508914616,CC(C)Cc1ccc([C@H](C)C(=O)O)cc1,-7.1,-6.858
Z1509562802,CCCCOCc1ccc(O)c(OC)c1,-6.079,-5.943
Z56763819,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,-5.647,-5.566
Z2044771577,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,-6.791,-6.554
Z1162463430,CNC(=NC#N)NCCSCc1nc[nH]c1C,-5.875,-5.038
Z231745614,Clc1ccccc1CN1CCc2sccc2C1,-7.047,-6.994
Z1541759499,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,-7.596,-7.736
Z1546610490,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,-8.45,-7.75
Z2037281001,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,-7.936,-7.09
Z53833825,CCOCCOC(=O)C=Cc1ccc(OC)cc1,-5.901,-5.888
Z1521553982,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,-7.82,-5.97
Z1546621742,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,10.0,88.38
Z756475348,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F,-6.358,-6.506
Z778141968,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,-7.966,-7.936
Z1575268710,NS(=O)(=O)c1cc2c(cc1Cl)N=C(CSCc1ccccc1)NS2(=O)=O,-8.328,-8.397
Z1501485366,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,10.0,-54.351
Z1741975772,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,-7.518,-7.502
Z2235801890,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,-8.137,-8.041
Z2235801892,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,-9.275,-9.224
Z2077740507,CC[C@H]1[C@@H](O)[C@@H]2[C@H](CC[C@]3(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12,-10.269,-7.814
Z2379810087,C[C@@H]1CCC2[C@@H](C)[C@@H](O)O[C@@H]3OC4(C)CC[C@@H]1[C@@]23OO4,-7.553,-2.483
Z2315576259,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,-8.62,-8.34
Z2568722545,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,-9.348,-7.068
Z104343004,[O-][n+]1ccccc1S,-4.288,-4.286
Z104495238,CCCCCCCC(=O)O,-4.447,-4.597
Z384975088,CCC1(C)CC(=O)NC1=O,-5.444,-5.442
Z405702410,Cc1cc(O)cc(C)c1Cl,-5.941,-5.932
Z1147451717,O=C(O)[C@H](O)[C@@H](O)C(=O)O,-4.129,-4.028
Z1198155421,CCC1(C)OC(=O)N(C)C1=O,-5.194,-5.132
Z1696861853,CC(=O)NCCCS(=O)(=O)O,-4.449,-4.53
Z756430566,N[C@@H](Cc1ccccc1)C(=O)O,-5.707,-5.677
Z1741979085,NCCc1c[nH]c2ccc(O)cc12,-6.098,-6.135
Z1551900340,CCCN[C@H]1CCc2nc(N)sc2C1,-5.925,-5.912
Z1509504366,Cc1cc(C2CCCCC2)n(O)c(=O)c1,-7.302,-7.304
Z1532338577,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,-7.155,-7.126
Z2044741046,N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)O,-6.835,-6.809
Z1544404499,Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1,-8.421,-8.401
Z99599540,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,-8.19,-7.87
Z53037954,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,-6.514,-6.447
Z1511483974,COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,-7.353,-7.465
Z1530532758,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,-8.209,-8.293
Z1948010801,O=C(Nc1ccccc1-c1ccc(Cl)cc1)c1cccnc1Cl,-9.055,-9.161
Z1424590960,CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1,-8.337,-8.188
Z2065671687,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,-9.47,-8.851
Z2065671185,CC1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23,-8.35,-8.332
Z2108698963,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,-9.118,-7.978
Z1341543331,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,-6.903,-6.798
Z1557492145,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,-8.916,-9.12
Z1741979782,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(c4cccnc4)=CC[C@@H]32)C1,-9.756,-9.718
Z2312626081,CC1(C)C[C@@H]1C(=O)N/C(=C\CCCCSC[C@H](N)C(=O)O)C(=O)O,-7.247,-6.52
Z2242128693,CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,-7.566,-7.935
Z3071621361,CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1,-6.517,-6.717
Z3407753879,C[C@H](CCC(=O)O)C1CC[C@H]2[C@@H]3C(=O)C[C@@H]4CC(=O)CC[C@]4(C)[C@H]3CC(=O)[C@]12C,-9.016,-8.478
Z1501485353,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,-9.501,-9.273
Z2235811518,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1,-8.27,-8.203
Z2235801830,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,-9.789,-8.902
Z3243814745,CCCCCCOC(=O)c1ccccc1C(=O)c1ccc(N(CC)CC)cc1O,-7.319,-6.432
Z2235802137,C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F,-7.917,-7.332
Z2756516920,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,-11.321,-5.127
Z2235801952,C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,-9.568,-9.611
Z2235801862,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,10.0,-3.773
Z2382058334,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1,-7.687,-7.135
Z2568751224,CCc1cc(/C(C)=N/OCc2ccc(C3CCCCC3)c(C(F)(F)F)c2)ccc1CN1CC(C(=O)O)C1,-10.098,-8.584
Z2583154880,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,-9.169,-7.733
Z2244578658,CN(C)C(N)=NC(=N)N,-4.157,-4.225
Z203045518,Cn1c(=O)c2[nH]cnc2n(C)c1=O,-5.769,-5.79
Z756456072,CC(=O)N[C@@H](CCC(N)=O)C(=O)O,-4.99,-4.996
Z756468010,NC(=O)N[C@@H](CCC(=O)O)C(=O)O,-5.04,-5.111
Z1255446224,CCCCCc1ccc(C)cc1O,-6.36,-6.373
Z1255487817,NCC(CC(=O)O)c1ccccc1,-5.822,-5.788
Z104476194,CCCCCCCCCCCC(=O)O,-5.044,-5.385
Z641623606,CCN(CC)C(=O)N1CCN(C)CC1,-5.013,-5.18
Z1509139960,CCC1(c2ccccc2)C(=O)NCNC1=O,-7.659,-7.586
Z57198677,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,-7.29,-7.686
Z2242061948,Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1,-7.94,-7.47
Z1552187007,CC(C(=O)O)c1cccc(Oc2ccccc2)c1,-7.845,-7.815
Z1544404947,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,-7.156,-7.003
Z1741982921,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,-8.607,-8.299
Z1623942918,CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1,-13.994,-134.547
Z2301683487,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,-7.969,-7.913
Z1191880499,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,-6.734,-6.815
Z1551900487,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F,-7.398,-6.939
Z1541758605,CCCc1nc(C(C)(C)O)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,-8.532,-7.253
Z1741968269,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,-7.42,-7.913
Z1741977144,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,-7.308,-6.913
Z3041510078,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,-7.99,-7.617
Z53833638,CCCOC(=O)c1ccc(O)cc1,-5.918,-5.931
Z104500700,COc1ccc(C(=O)c2ccccc2)c(O)c1,-7.459,-7.582
Z2204459563,OC[C@H]1O[C@@H](n2cnc3c2N=CNC[C@H]3O)C[C@@H]1O,-12.387,-77.642
Z1494829513,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2,-12.257,-10.208
Z3223135042,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)NC(C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2OC(CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,10.0,100.0
Z3026628192,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1,-6.117,5.169
Z2312380068,Cc1ccc(/C=C2/C(=O)C3(C)CCC2C3(C)C)cc1,-8.584,-8.838
Z2315575694,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,-7.987,-7.595
Z2315575049,C/C=C/c1ccc(OC)cc1,-5.82,-5.799
Z2568727518,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,-8.565,-8.426
Z104473830,Oc1ccccc1,-4.501,-4.486
Z1954804966,O=c1nc[nH]c2[nH]ncc12,-5.208,-5.102
Z111479786,OCc1ccc(Cl)cc1Cl,-5.306,-5.32
Z812534818,NCCCC[C@H](N)C(=O)O,-4.337,-4.236
Z3015912776,COC(=O)CCC(=O)CN,-4.093,-4.24
Z1255360592,FC(F)OC(F)(F)C(F)Cl,-4.593,-4.502
Z57169486,O=c1ccc2ccccc2o1,-6.096,-6.139
Z57102382,CC(N)Cc1ccc(O)cc1,-5.564,-5.536
Z56754480,CN(C)C(=S)SSC(=S)N(C)C,-4.178,-4.224
Z2575039413,Cc1ncc(CO)c(C=O)c1O,-5.319,-5.304
Z54178706,CCOC(=O)c1ccc(N)cc1,-5.553,-5.678
Z1201619321,O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,-4.401,-4.238
Z316101664,CCOC(=O)N1CSCC1C(=O)O,-4.916,-4.76
Z2768168341,C#CCN(C)[C@H](C)Cc1ccccc1,-6.046,-6.405
Z104476282,CCCCCC(C=O)=Cc1ccccc1,-6.352,-6.459
Z1509470545,CCCCCCOC(=O)CCC(=O)CN,-5.523,-5.423
Z2044783305,c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,-7.885,-7.877
Z1501485357,O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O,-5.848,-5.66
Z104489074,O=C(OOC(=O)c1ccccc1)c1ccccc1,-7.911,-7.854
Z56782585,O=C(O)c1cc(-c2ccccc2)nc2ccccc12,-9.024,-9.064
Z732242096,COc1cc(NC(C)CCCN)c2ncccc2c1,-7.229,-7.271
Z277559098,COc1nccnc1NS(=O)(=O)c1ccc(N)cc1,-6.88,-6.858
Z905065772,CN1CCN2c3ncccc3Cc3ccccc3C2C1,-8.912,-8.9
Z2196779550,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,-6.881,-6.305
Z1541759222,CN1C(CCl)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,-7.266,-6.787
Z234895185,COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,-8.465,-8.509
Z1554103331,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,-9.021,-8.787
Z53829207,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,-7.516,-6.703
Z1511499171,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,-6.384,-6.279
Z594284196,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,-6.26,-6.278
Z31251611,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,-8.296,-8.147
Z3281948767,O=C(O)c1ccccc1C(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,-8.573,-8.321
Z56763920,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,-7.077,-7.084
Z1521553474,Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F,-6.386,-6.372
Z754918914,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,-8.402,-7.342
Z1741977125,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,-7.344,-7.309
Z2242006187,C=CC[C@@H]1C=C(C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](C(C)=C[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,10.0,80.377
Z2216896219,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,-7.405,-7.278
Z19703590,COC(=O)c1ccccc1O,-5.401,-5.442
Z3041510169,O=C1C=CC=CC1=C1NC(=C2C=CC=CC2=O)N(c2ccc(C(=O)O)cc2)N1,-12.283,-10.712
Z754926486,CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O,10.0,77.643
Z3234966609,Clc1ccc(C(OCCN2CCCCC2)c2ccccc2)cc1,-8.521,-7.805
Z2756516768,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,-9.08,-8.687
Z3031460626,OC[C@@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,-6.906,-6.57
Z1486007281,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,-4.841,-4.861
Z3223588754,N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1O,-5.01,-4.994
Z2681891234,Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,-8.888,-6.783
Z2681890595,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,-6.37,-6.146
Z2681891323,CS(=O)(=O)Nc1cc2occ(NC=O)c(=O)c2cc1Oc1ccccc1,-8.305,-8.137
Z2315574947,OC/C=C/c1ccccc1,-5.418,-5.432
Z2512157873,CC(C)(O)CNc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1,-10.185,-8.64
Z2588064174,COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)C13,-8.524,-8.49
Z4670676681,CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)/C(=C/NN2CCN(C3CCCC3)CC2)C(=C4O)NC(=O)/C(C)=C\C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,10.0,-183.198
Z104509094,NC(CO)(CO)CO,-3.402,-3.404
Z234896485,CC(C)(S)[C@@H](N)C(=O)O,-4.021,-4.057
Z1203577925,CN(CC(=O)O)C(=N)N,-4.139,-4.107
Z104499140,Sc1nc2ccccc2s1,-5.206,-5.208
Z1255438834,O=C[C@H](O)[C@@H](O)[C@H](O)CO,-4.317,-4.046
Z104474032,NCCc1ccc(O)c(O)c1,-5.357,-5.343
Z1198723489,CNC[C@H](O)c1cccc(O)c1,-5.783,-5.817
Z1551429722,CC12CC3CC(C)(C1)CC(N)(C3)C2,-6.404,-6.401
Z2696918787,NC(N)=NC(=O)Cc1c(Cl)cccc1Cl,-6.466,-6.392
Z649373426,CN1C(=O)CC(C)(c2ccccc2)C1=O,-7.533,-7.164
Z995241886,CCOc1ccc2nc(S(N)(=O)=O)sc2c1,-6.586,-6.593
Z1501480416,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,-6.94,-6.975
