Znumber,smiles
Z2315576259,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12
Z2568722545,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C
Z104343004,[O-][n+]1ccccc1S
Z104495238,CCCCCCCC(=O)O
Z384975088,CCC1(C)CC(=O)NC1=O
Z405702410,Cc1cc(O)cc(C)c1Cl
Z1147451717,O=C(O)[C@H](O)[C@@H](O)C(=O)O
Z1198155421,CCC1(C)OC(=O)N(C)C1=O
Z1696861853,CC(=O)NCCCS(=O)(=O)O
Z756430566,N[C@@H](Cc1ccccc1)C(=O)O
Z1741979085,NCCc1c[nH]c2ccc(O)cc12
Z1551900340,CCCN[C@H]1CCc2nc(N)sc2C1
Z1509504366,Cc1cc(C2CCCCC2)n(O)c(=O)c1
Z1532338577,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1
Z2044741046,N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)O
Z1544404499,Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1
Z99599540,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1
Z53037954,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1
Z1511483974,COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1
Z1530532758,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1
Z1948010801,O=C(Nc1ccccc1-c1ccc(Cl)cc1)c1cccnc1Cl
Z1424590960,CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1
Z2065671687,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1
Z2065671185,CC1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23
Z2108698963,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1
Z1341543331,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
Z1557492145,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1
Z1741979782,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(c4cccnc4)=CC[C@@H]32)C1
Z2312626081,CC1(C)C[C@@H]1C(=O)N/C(=C\CCCCSC[C@H](N)C(=O)O)C(=O)O
Z2242128693,CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C
Z3071621361,CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1
Z3407753879,C[C@H](CCC(=O)O)C1CC[C@H]2[C@@H]3C(=O)C[C@@H]4CC(=O)CC[C@]4(C)[C@H]3CC(=O)[C@]12C
Z1501485353,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
Z2235811518,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1
Z2235801830,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1
Z3243814745,CCCCCCOC(=O)c1ccccc1C(=O)c1ccc(N(CC)CC)cc1O
Z2235802137,C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F
Z2756516920,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1
Z2235801952,C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12
Z2235801862,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O
Z2382058334,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1
Z2568751224,CCc1cc(/C(C)=N/OCc2ccc(C3CCCCC3)c(C(F)(F)F)c2)ccc1CN1CC(C(=O)O)C1
Z2583154880,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O
Z2244578658,CN(C)C(N)=NC(=N)N
Z203045518,Cn1c(=O)c2[nH]cnc2n(C)c1=O
Z756456072,CC(=O)N[C@@H](CCC(N)=O)C(=O)O
Z756468010,NC(=O)N[C@@H](CCC(=O)O)C(=O)O
Z1255446224,CCCCCc1ccc(C)cc1O
Z1255487817,NCC(CC(=O)O)c1ccccc1
Z104476194,CCCCCCCCCCCC(=O)O
Z641623606,CCN(CC)C(=O)N1CCN(C)CC1
Z1509139960,CCC1(c2ccccc2)C(=O)NCNC1=O
Z57198677,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1
Z2242061948,Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1
Z1552187007,CC(C(=O)O)c1cccc(Oc2ccccc2)c1
Z1544404947,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1
Z1741982921,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1
Z1623942918,CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1
Z2301683487,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1
Z1191880499,COc1ccc2[nH]cc(CCNC(C)=O)c2c1
Z1551900487,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F
Z1541758605,CCCc1nc(C(C)(C)O)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
Z1741968269,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
Z1741977144,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1
Z3041510078,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O
Z53833638,CCCOC(=O)c1ccc(O)cc1
Z104500700,COc1ccc(C(=O)c2ccccc2)c(O)c1
Z2204459563,OC[C@H]1O[C@@H](n2cnc3c2N=CNC[C@H]3O)C[C@@H]1O
Z1494829513,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2
Z3223135042,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)NC(C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2OC(CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O
Z3026628192,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1
Z2312380068,Cc1ccc(/C=C2/C(=O)C3(C)CCC2C3(C)C)cc1
Z2315575694,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2
Z2315575049,C/C=C/c1ccc(OC)cc1
Z2568727518,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1
Z104473830,Oc1ccccc1
Z1954804966,O=c1nc[nH]c2[nH]ncc12
Z111479786,OCc1ccc(Cl)cc1Cl
Z812534818,NCCCC[C@H](N)C(=O)O
Z3015912776,COC(=O)CCC(=O)CN
Z1255360592,FC(F)OC(F)(F)C(F)Cl
Z57169486,O=c1ccc2ccccc2o1
Z57102382,CC(N)Cc1ccc(O)cc1
Z56754480,CN(C)C(=S)SSC(=S)N(C)C
Z2575039413,Cc1ncc(CO)c(C=O)c1O
Z54178706,CCOC(=O)c1ccc(N)cc1
Z1201619321,O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
Z316101664,CCOC(=O)N1CSCC1C(=O)O
Z2768168341,C#CCN(C)[C@H](C)Cc1ccccc1
Z104476282,CCCCCC(C=O)=Cc1ccccc1
Z1509470545,CCCCCCOC(=O)CCC(=O)CN
Z2044783305,c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1
Z1501485357,O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O
Z104489074,O=C(OOC(=O)c1ccccc1)c1ccccc1
Z56782585,O=C(O)c1cc(-c2ccccc2)nc2ccccc12
Z732242096,COc1cc(NC(C)CCCN)c2ncccc2c1
Z277559098,COc1nccnc1NS(=O)(=O)c1ccc(N)cc1
Z905065772,CN1CCN2c3ncccc3Cc3ccccc3C2C1
Z2196779550,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC
Z1541759222,CN1C(CCl)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O
Z234895185,COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1
Z1554103331,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1
Z53829207,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1
Z1511499171,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1
Z594284196,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1
Z31251611,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12
Z3281948767,O=C(O)c1ccccc1C(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1
Z56763920,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1
Z1521553474,Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F
Z754918914,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21
Z1741977125,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1
Z2242006187,C=CC[C@@H]1C=C(C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](C(C)=C[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC
Z2216896219,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12
Z19703590,COC(=O)c1ccccc1O
Z3041510169,O=C1C=CC=CC1=C1NC(=C2C=CC=CC2=O)N(c2ccc(C(=O)O)cc2)N1
Z754926486,CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O
Z3234966609,Clc1ccc(C(OCCN2CCCCC2)c2ccccc2)cc1
Z2756516768,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1
Z3031460626,OC[C@@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
Z1486007281,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O
Z3223588754,N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1O
Z2681891234,Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21
Z2681890595,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I
Z2681891323,CS(=O)(=O)Nc1cc2occ(NC=O)c(=O)c2cc1Oc1ccccc1
Z2315574947,OC/C=C/c1ccccc1
Z2512157873,CC(C)(O)CNc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1
Z2588064174,COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)C13
Z4670676681,CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)/C(=C/NN2CCN(C3CCCC3)CC2)C(=C4O)NC(=O)/C(C)=C\C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C
Z104509094,NC(CO)(CO)CO
Z234896485,CC(C)(S)[C@@H](N)C(=O)O
Z1203577925,CN(CC(=O)O)C(=N)N
Z104499140,Sc1nc2ccccc2s1
Z1255438834,O=C[C@H](O)[C@@H](O)[C@H](O)CO
Z104474032,NCCc1ccc(O)c(O)c1
Z1198723489,CNC[C@H](O)c1cccc(O)c1
Z1551429722,CC12CC3CC(C)(C1)CC(N)(C3)C2
Z2696918787,NC(N)=NC(=O)Cc1c(Cl)cccc1Cl
Z649373426,CN1C(=O)CC(C)(c2ccccc2)C1=O
Z995241886,CCOc1ccc2nc(S(N)(=O)=O)sc2c1
Z1501480416,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O
Z1443584665,O=C(O)c1ccc2nc(-c3cc(Cl)cc(Cl)c3)oc2c1
Z56926638,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21
Z89264780,CCCCCCCCCCCCCCCC[n+]1ccccc1
Z1546624231,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc21
Z1550648760,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21
Z2285376546,CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12
Z1521553713,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F
Z1521553597,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O
Z1551967090,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1
Z1546610476,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O
Z104499156,CCC(=O)c1ccc(O)cc1
Z2235802071,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1
Z1557501642,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C
Z1216815730,O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O
Z2235802088,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1
Z2681891866,CCCCC(CC)COc1ccc(-c2nc(-c3ccc(OC)cc3)nc(-c3ccc(OCC(CC)CCCC)cc3O)n2)c(O)c1
Z1828098700,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12
Z2301684748,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1
Z2588038928,CC[C@H](C)[C@H](N)C1=N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@H]2CCCCNC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](Cc3c[nH]cn3)NC(=O)[C@@H](Cc3ccccc3)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H](CCCN)NC2=O)[C@@H](C)CC)CS1
Z33546369,CCOC(N)=O
Z104495272,Nc1ccncc1
Z1954802409,C[N+](C)(C)CCO
Z1066276474,NC(=O)C[C@H](N)C(=O)O
Z991547388,NCCC[C@H](N)C(=O)O
Z1198155477,Cc1nc(C)c(Cl)c(O)c1Cl
Z104485030,Cc1cc(O)c(C(C)C)cc1Cl
Z54953371,CCOc1ccccc1C(N)=O
Z1198155511,CN(CCOP(=O)(O)O)C(=N)N
Z56872184,CC(N)C12CC3CC(CC(C3)C1)C2
Z57126994,CCCCOC(=O)c1ccc(N)cc1
Z2756516861,Cc1cccc(Cc2c[nH]cn2)c1C
Z49562666,N=C(N)NN=Cc1c(Cl)cccc1Cl
Z756442196,CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O
Z594284200,Nc1nc(=O)c2ncn(COC(CO)CO)c2[nH]1
Z1521553473,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1
Z1575267190,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1
Z1501485364,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O
Z1575278780,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21
Z1556052559,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C
Z2242062173,CC(C)C[C@H](NC(=O)[C@@H](O)[C@H](N)Cc1ccccc1)C(=O)O
Z31369389,COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1
Z2756516876,NC1=NCC2c3ccccc3Cc3ccccc3N12
Z57152561,O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1
Z756440078,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
Z1558504346,C[C@]12C=CC(=O)N[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C(=O)Nc3cc(C(F)(F)F)ccc3C(F)(F)F)CC[C@@H]12
Z2569864568,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O
Z1501480422,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
Z1379303659,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@H](C(=O)O)C(C)C
Z1741981513,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl
Z2144222809,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12
Z608060832,CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2
Z1465002628,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1
Z1592690505,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
Z3025678941,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O
Z1544404029,CON=C(C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1
Z1521553714,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
Z1530425064,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
Z1278926502,CC1=CC[C@@H](C(C)(C)O)C[C@@H]1O
Z2235811577,CCCOc1ccc(S(=O)(=O)NCCC2CCCN2C)cc1-c1nc(=O)c2c([nH]1)c(CCC)nn2C
Z2315575242,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O
Z760035162,N[C@@H](CS)C(=O)O
Z1201617125,FC(F)(F)C(Cl)Br
Z756430564,CC(C)[C@H](N)C(=O)O
Z1255431434,C=CC(N)CCC(=O)O
Z2238930991,CNCCc1ccccn1
Z104496566,Cc1ccc(C(C)C)cc1O
Z1691545280,CNC(C)Cc1ccccc1OC
Z1269196032,NCCC(O)(P(=O)(O)O)P(=O)(O)O
Z277559108,CC(=O)Nc1nnc(S(N)(=O)=O)s1
Z53845223,CCN1C(=O)NC(c2ccccc2)C1=O
Z2301534047,c1ccc2c(SC3=NCCN3)c[nH]c2c1
Z56755859,CC(C)NCC(O)c1ccc([N+](=O)[O-])cc1
Z1546610471,Nc1nc(=O)c2ncn(COCCO)c2[nH]1
Z104476766,CCN(CC)CCOC(=O)c1ccc(N)cc1
Z104473594,CCCCCCCCCCCCCCCCO
Z57281900,CN(C)CCOC(=O)COc1ccc(Cl)cc1
Z1515385085,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1
Z57063156,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12
Z56922127,O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1
Z1562203528,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O
Z1515385080,COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC
Z2177953192,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1
Z2568700088,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1
Z2196311755,Cc1cc(C=Cc2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1
Z2227698469,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1
Z1521553844,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl
Z1741982024,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1
Z2568699261,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1
Z53833636,CCOC(=O)c1ccc(O)cc1
Z147642460,O=C(OCCO)c1ccccc1O
Z3292113945,O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1
Z2301684603,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12
Z2235802104,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1
Z2568666661,CC(C)n1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21
Z104473818,Cc1ccc(O)cc1
Z1201619320,S=P(N1CC1)(N1CC1)N1CC1
Z1255485183,CC(=O)Oc1cccc(O)c1
Z752915492,CC(C)c1cccc(C(C)C)c1O
Z1198155412,Cc1ncc([N+](=O)[O-])n1CC(C)O
Z1198148417,CCCn1c(=O)[nH]c(=O)c2[nH]cnc21
Z1255434943,C[C@](N)(Cc1ccc(O)cc1)C(=O)O
Z1269122570,CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1
Z2569257770,NCC(CC(=O)O)c1ccc(Cl)cc1
Z57117643,NC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1
Z2768171875,Nc1ccc2cc3ccc(N)cc3nc2c1
Z106952910,Cc1cc(C)cc(OCC2CNC(=O)O2)c1
Z53843610,CCC1(c2ccccc2)NC(=O)N(C)C1=O
Z1713449471,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1
Z1741976844,CCOC(=O)c1cncn1[C@H](C)c1ccccc1
Z398538014,COCCc1ccc(OCC(O)CNC(C)C)cc1
Z1020762628,CCC(O)(c1ccccc1)c1cccc(C(F)(F)F)c1
Z1546610478,CN(C)CCCN1c2ccccc2CCc2ccccc21
Z1530532759,CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O
Z1557400301,N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O
Z57233591,O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21
Z1514053266,CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1
Z2037280438,CNC(=O)c1ccc(N2C(=S)N(c3cnc(C#N)c(C(F)(F)F)c3)C(=O)C23CCC3)cc1F
Z1172269406,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC
Z1541759495,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1
Z1541759910,CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3
Z2569809969,CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O
Z2065417924,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl
Z1530425070,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O
Z1255438640,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O
Z1741977097,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1
Z1592690502,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2
Z2588063484,CC(C)C(=O)c1c(C(C)C)nn2ccccc12
Z1554101876,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O
Z2240938942,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O
Z1515376764,CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C
Z2379810058,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
Z1501475009,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O
Z1521553599,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1
Z3207130728,CCC(=O)O[C@@H](OP(=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O)C(C)C
Z1258932192,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C
Z1501485354,CN1CC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O
Z2568666690,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1
Z2587758505,CC1(C)C(/C=C/C=C/C=C/C=C2\N(CCCCS(=O)(=O)O)c3ccc4ccccc4c3C2(C)C)=[N+](CCCCS(=O)(=O)[O-])c2ccc3ccccc3c21
Z3064247938,CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1
Z2867120994,NCCc1cc[nH]n1
Z813019058,C[C@@H](O)[C@H](N)C(=O)O
Z756429958,O=C(O)[C@@H]1CCCN1
Z104473570,OCCOc1ccccc1
